Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
Average	0	0	0.0	0.000134986501349865	0.00213178682131791	0.00638436156384339	0.0205939406059407	0.120849915008499	0.19379162083794	0.532650734926512	0.782633736626353	0.971670832916685	0.981839816018368	0.908104189581019	0.887664233576632	0.93089191080890432	0.930891910808904
