Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
7832	0.01	0	0	0	0.01	0.03	0.05	0.19	0.27	0.64	0.84	0.95	0.96	0.94	0.92	0.95
7833	0	0	0	0	0.02	0.02	0.05	0.17	0.29	0.7	0.81	0.95	0.97	0.94	0.91	0.93
7834	0	0	0	0	0.01	0.02	0.06	0.19	0.29	0.64	0.85	0.94	0.97	0.93	0.93	0.96
7835	0	0	0	0	0.01	0.02	0.04	0.19	0.3	0.68	0.83	0.96	0.97	0.95	0.9	0.95
7836	0	0	0	0	0	0.02	0.06	0.16	0.31	0.7	0.79	0.96	0.98	0.95	0.91	0.95
7837	0	0	0.01	0	0	0.02	0.06	0.18	0.27	0.71	0.83	0.91	0.97	0.94	0.94	0.9
7838	0	0	0	0	0.01	0.03	0.05	0.19	0.27	0.68	0.83	0.94	0.97	0.94	0.91	0.96
7839	0	0	0.01	0	0.01	0.03	0.06	0.16	0.3	0.69	0.82	0.93	0.99	0.91	0.95	0.92
7840	0	0	0	0	0.01	0.02	0.05	0.19	0.27	0.71	0.8	0.97	0.95	0.93	0.94	0.93
7841	0	0	0	0	0	0.02	0.05	0.18	0.28	0.69	0.8	0.94	0.95	0.96	0.93	0.92
7842	0	0	0.01	0	0	0.02	0.05	0.16	0.31	0.66	0.81	0.96	0.97	0.93	0.94	0.94
7843	0	0	0	0	0.01	0.03	0.05	0.19	0.26	0.68	0.81	0.96	0.97	0.93	0.94	0.91
7844	0	0	0	0.01	0.01	0.03	0.05	0.19	0.28	0.68	0.83	0.95	0.98	0.94	0.89	0.99
7845	0	0	0	0.01	0	0.03	0.06	0.18	0.27	0.69	0.81	0.96	0.95	0.93	0.96	0.9
7846	0	0	0	0	0.01	0.02	0.07	0.16	0.29	0.73	0.82	0.93	0.97	0.95	0.92	0.93
7847	0	0	0	0.01	0	0.02	0.05	0.17	0.3	0.67	0.84	0.94	0.97	0.95	0.92	0.95
7848	0	0	0	0	0.01	0.02	0.06	0.19	0.27	0.69	0.84	0.94	0.97	0.92	0.95	0.91
7849	0	0	0	0	0	0.02	0.04	0.2	0.31	0.64	0.86	0.93	0.97	0.93	0.93	0.95
7850	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.65	0.83	0.95	0.97	0.96	0.92	0.88
7851	0	0	0	0.01	0.01	0.03	0.04	0.2	0.27	0.66	0.85	0.95	0.97	0.93	0.94	0.92
7852	0	0	0	0	0.01	0.03	0.05	0.19	0.28	0.65	0.86	0.94	0.97	0.95	0.92	0.89
7853	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.68	0.83	0.95	0.97	0.96	0.92	0.94
7854	0	0	0.01	0	0	0.02	0.06	0.17	0.29	0.69	0.8	0.96	0.96	0.95	0.92	0.94
7855	0	0	0	0	0.01	0.02	0.06	0.18	0.29	0.67	0.81	0.95	0.97	0.94	0.92	0.96
7856	0	0	0.01	0	0.01	0.02	0.05	0.19	0.29	0.67	0.82	0.95	0.97	0.96	0.91	0.93
7857	0	0	0	0	0	0.02	0.06	0.17	0.3	0.68	0.83	0.95	0.98	0.96	0.92	0.93
7858	0	0	0.01	0	0.01	0.02	0.05	0.19	0.28	0.69	0.85	0.96	0.97	0.95	0.92	0.93
7859	0	0	0	0	0.01	0.02	0.06	0.17	0.28	0.72	0.79	0.96	0.96	0.93	0.93	0.92
7860	0	0	0	0.01	0	0.01	0.06	0.17	0.3	0.68	0.82	0.95	0.96	0.93	0.93	0.96
7861	0	0	0	0.01	0.01	0.02	0.06	0.17	0.31	0.67	0.81	0.93	0.98	0.92	0.93	0.95
7862	0	0.02	0.01	0	0.02	0.02	0.05	0.19	0.27	0.69	0.82	0.93	0.97	0.96	0.93	0.91
7863	0	0	0	0.01	0	0.02	0.05	0.18	0.29	0.67	0.83	0.93	0.98	0.93	0.92	0.95
7864	0	0	0	0.01	0.02	0.02	0.05	0.17	0.28	0.7	0.81	0.95	0.97	0.97	0.93	0.94
7865	0	0	0	0	0.01	0.03	0.05	0.17	0.28	0.7	0.78	0.97	0.95	0.92	0.93	0.93
7866	0	0.02	0	0	0.01	0.02	0.05	0.19	0.27	0.71	0.83	0.95	0.96	0.97	0.88	0.93
7867	0	0	0.01	0	0	0.03	0.06	0.2	0.27	0.69	0.82	0.96	0.96	0.92	0.94	0.97
7868	0	0	0	0	0.01	0.02	0.06	0.16	0.3	0.71	0.8	0.96	0.97	0.94	0.93	0.91
7869	0	0	0	0	0.01	0.02	0.06	0.19	0.28	0.68	0.84	0.92	0.96	0.93	0.94	0.94
7870	0	0	0	0	0.01	0.02	0.06	0.16	0.3	0.67	0.84	0.95	0.98	0.92	0.94	0.91
7871	0	0	0	0	0	0.03	0.06	0.19	0.26	0.72	0.76	0.94	0.98	0.93	0.93	0.95
7872	0	0	0	0	0.02	0.03	0.05	0.17	0.28	0.65	0.86	0.95	0.97	0.94	0.91	0.98
7873	0	0	0.01	0	0	0.01	0.05	0.2	0.26	0.65	0.84	0.94	0.96	0.95	0.92	0.94
7874	0	0	0.01	0	0.01	0.03	0.06	0.2	0.26	0.69	0.84	0.94	0.98	0.94	0.93	0.92
7875	0	0	0.01	0	0	0.02	0.04	0.19	0.29	0.71	0.83	0.94	0.96	0.95	0.94	0.89
7876	0	0	0.01	0	0.01	0.02	0.05	0.2	0.26	0.71	0.81	0.96	0.98	0.93	0.93	0.93
7877	0.02	0	0	0	0.01	0.03	0.05	0.17	0.29	0.67	0.81	0.95	0.97	0.93	0.93	0.94
7878	0	0	0	0	0.01	0.03	0.05	0.16	0.27	0.69	0.83	0.93	0.95	0.96	0.92	0.95
7879	0	0	0.01	0	0.01	0.02	0.06	0.18	0.29	0.64	0.85	0.95	0.96	0.96	0.92	0.92
7880	0.02	0	0.01	0	0	0.03	0.06	0.16	0.28	0.69	0.84	0.94	0.97	0.93	0.92	0.94
7881	0	0	0	0	0	0.03	0.05	0.19	0.28	0.71	0.81	0.95	0.97	0.93	0.95	0.93
7882	0	0	0	0.01	0.01	0.01	0.07	0.2	0.26	0.7	0.81	0.94	0.98	0.95	0.9	0.96
7883	0	0	0	0.01	0.01	0.02	0.06	0.18	0.27	0.69	0.8	0.97	0.97	0.94	0.93	0.9
7884	0	0	0	0.01	0.01	0.03	0.05	0.17	0.29	0.64	0.84	0.96	0.97	0.91	0.95	0.93
7885	0	0	0	0.01	0.01	0.03	0.05	0.18	0.29	0.71	0.82	0.95	0.96	0.97	0.89	0.99
7886	0	0	0.01	0.01	0	0.03	0.05	0.18	0.29	0.67	0.85	0.94	0.98	0.95	0.9	0.97
7887	0	0	0.01	0.01	0	0.03	0.05	0.17	0.29	0.69	0.8	0.97	0.96	0.95	0.92	0.92
7888	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.67	0.83	0.95	0.97	0.95	0.9	0.97
7889	0	0	0.01	0.01	0.01	0.02	0.05	0.18	0.28	0.69	0.83	0.93	0.97	0.96	0.9	0.95
7890	0.02	0	0	0	0	0.03	0.05	0.18	0.31	0.64	0.82	0.96	0.96	0.94	0.94	0.92
7891	0	0	0.01	0	0	0.02	0.06	0.2	0.25	0.7	0.81	0.95	0.97	0.95	0.92	0.93
7892	0	0	0.01	0	0	0.03	0.05	0.17	0.29	0.71	0.79	0.95	0.98	0.96	0.9	0.93
7893	0	0	0	0.01	0	0.03	0.04	0.2	0.27	0.66	0.83	0.93	0.97	0.93	0.94	0.94
7894	0	0	0	0	0	0.02	0.05	0.18	0.28	0.71	0.81	0.96	0.95	0.96	0.94	0.93
7895	0	0	0	0	0.01	0.02	0.06	0.19	0.26	0.72	0.81	0.95	0.97	0.94	0.91	0.95
7896	0.01	0	0	0	0.01	0.02	0.05	0.17	0.31	0.7	0.8	0.94	0.99	0.93	0.92	0.91
7897	0	0	0	0.01	0.01	0.02	0.06	0.18	0.28	0.68	0.82	0.93	0.98	0.94	0.94	0.91
7898	0	0	0.01	0	0	0.02	0.06	0.17	0.28	0.7	0.84	0.95	0.96	0.96	0.91	0.92
7899	0	0	0	0.01	0	0.03	0.06	0.17	0.28	0.72	0.79	0.97	0.97	0.94	0.92	0.94
7900	0	0	0.01	0	0.01	0.02	0.06	0.17	0.28	0.71	0.81	0.96	0.97	0.94	0.93	0.95
7901	0	0	0	0.01	0.01	0.02	0.06	0.18	0.28	0.66	0.82	0.96	0.98	0.95	0.9	0.96
7902	0	0	0	0	0.02	0.03	0.05	0.17	0.29	0.67	0.85	0.93	0.97	0.96	0.92	0.94
7903	0	0.02	0	0	0.02	0.02	0.05	0.19	0.27	0.71	0.8	0.94	0.97	0.94	0.93	0.92
7904	0	0	0	0	0.01	0.01	0.06	0.19	0.3	0.65	0.82	0.95	0.96	0.94	0.91	0.95
7905	0	0	0	0.01	0.02	0.02	0.05	0.18	0.29	0.68	0.82	0.94	0.96	0.97	0.9	0.93
7906	0	0	0	0	0	0.02	0.06	0.19	0.28	0.68	0.81	0.94	0.98	0.96	0.91	0.91
7907	0	0	0	0	0.01	0.02	0.05	0.2	0.28	0.64	0.83	0.95	0.97	0.93	0.92	0.93
7908	0	0	0	0	0	0.02	0.06	0.19	0.28	0.65	0.85	0.97	0.98	0.91	0.92	0.95
7909	0	0	0	0.01	0	0.03	0.05	0.19	0.27	0.66	0.81	0.95	0.98	0.95	0.89	0.95
7910	0	0	0	0.01	0.02	0.02	0.05	0.19	0.29	0.67	0.84	0.94	0.95	0.96	0.93	0.94
7911	0	0	0	0	0.01	0.03	0.06	0.17	0.28	0.67	0.82	0.96	0.96	0.95	0.95	0.9
7912	0	0	0	0	0.01	0.02	0.06	0.17	0.3	0.71	0.8	0.95	0.97	0.93	0.94	0.91
7913	0	0	0	0	0.01	0.03	0.04	0.18	0.31	0.66	0.81	0.96	0.98	0.96	0.9	0.97
7914	0	0	0	0.01	0	0.03	0.06	0.19	0.28	0.7	0.8	0.95	0.97	0.94	0.93	0.93
7915	0	0	0.01	0.01	0.01	0.02	0.06	0.16	0.3	0.65	0.83	0.94	0.95	0.95	0.92	0.94
7916	0	0	0	0.01	0.01	0.02	0.05	0.18	0.27	0.68	0.85	0.94	0.94	0.96	0.93	0.9
7917	0	0	0	0	0	0.03	0.05	0.18	0.27	0.66	0.85	0.97	0.96	0.94	0.89	0.94
7918	0	0	0	0	0.02	0.03	0.05	0.15	0.3	0.71	0.82	0.95	0.97	0.94	0.9	0.93
7919	0	0	0	0.01	0.01	0.02	0.06	0.16	0.29	0.67	0.84	0.96	0.96	0.94	0.91	0.94
7920	0	0	0	0.01	0.01	0.02	0.05	0.19	0.27	0.68	0.83	0.95	0.96	0.96	0.91	0.93
7921	0	0	0	0.01	0.01	0.02	0.05	0.18	0.25	0.72	0.82	0.96	0.97	0.94	0.94	0.89
7922	0	0	0.01	0	0	0.03	0.04	0.18	0.27	0.69	0.84	0.93	0.98	0.92	0.96	0.93
7923	0	0	0	0	0.02	0.02	0.06	0.17	0.29	0.68	0.81	0.97	0.97	0.95	0.9	0.92
7924	0	0	0	0	0.01	0.02	0.06	0.18	0.25	0.66	0.84	0.95	0.97	0.92	0.94	0.94
7925	0	0	0	0	0	0.02	0.06	0.18	0.29	0.69	0.81	0.96	0.97	0.95	0.92	0.91
7926	0	0	0	0	0.01	0.02	0.06	0.17	0.3	0.68	0.81	0.96	0.97	0.92	0.92	0.96
7927	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.69	0.8	0.94	0.97	0.93	0.92	0.97
7928	0	0	0	0.01	0	0.02	0.06	0.18	0.29	0.68	0.82	0.96	0.97	0.94	0.94	0.89
7929	0	0	0	0.01	0	0.02	0.05	0.19	0.26	0.66	0.86	0.95	0.97	0.94	0.93	0.94
7930	0	0	0	0	0	0.02	0.06	0.16	0.3	0.69	0.84	0.94	0.97	0.92	0.95	0.95
7931	0	0	0.01	0	0.02	0.02	0.06	0.2	0.26	0.67	0.82	0.96	0.98	0.94	0.91	0.91
7932	0	0	0	0.01	0.01	0.03	0.05	0.18	0.27	0.71	0.83	0.93	0.97	0.96	0.95	0.92
7933	0	0	0.01	0	0.02	0.02	0.07	0.18	0.28	0.69	0.83	0.92	0.96	0.94	0.93	0.92
7934	0	0	0	0	0	0.02	0.07	0.17	0.3	0.67	0.8	0.93	0.99	0.95	0.92	0.93
7935	0	0	0	0.01	0	0.02	0.05	0.18	0.28	0.68	0.84	0.93	0.97	0.95	0.93	0.95
7936	0	0.02	0	0.01	0	0.03	0.05	0.17	0.28	0.71	0.82	0.94	0.96	0.95	0.94	0.9
7937	0	0	0.01	0	0.01	0.02	0.06	0.18	0.28	0.68	0.82	0.96	0.98	0.93	0.93	0.94
7938	0	0	0	0	0.01	0.02	0.05	0.19	0.26	0.72	0.81	0.94	0.97	0.97	0.89	0.95
7939	0	0	0	0	0.01	0.02	0.06	0.19	0.28	0.68	0.82	0.94	0.97	0.97	0.92	0.96
7940	0	0	0	0	0.01	0.03	0.05	0.17	0.29	0.68	0.84	0.95	0.98	0.95	0.9	0.93
7941	0	0	0	0.01	0.01	0.02	0.06	0.19	0.27	0.69	0.82	0.96	0.96	0.94	0.94	0.89
7942	0	0.02	0	0	0	0.02	0.06	0.16	0.3	0.71	0.81	0.94	0.98	0.94	0.92	0.93
7943	0	0	0	0	0.02	0.03	0.06	0.18	0.28	0.7	0.8	0.97	0.96	0.94	0.92	0.97
7944	0	0.02	0	0	0.02	0.02	0.05	0.19	0.28	0.69	0.84	0.94	0.96	0.94	0.94	0.94
7945	0	0	0.01	0	0	0.03	0.05	0.17	0.31	0.64	0.84	0.95	0.95	0.94	0.92	0.96
7946	0	0	0	0	0	0.04	0.04	0.18	0.28	0.66	0.83	0.96	0.97	0.94	0.92	0.94
7947	0	0	0	0	0	0.02	0.05	0.17	0.33	0.68	0.82	0.97	0.97	0.93	0.93	0.93
7948	0	0	0	0.01	0	0.02	0.06	0.17	0.3	0.68	0.83	0.97	0.96	0.94	0.93	0.95
7949	0	0	0	0	0	0.02	0.05	0.19	0.29	0.67	0.83	0.95	0.94	0.96	0.93	0.93
7950	0	0	0.01	0	0.01	0.02	0.05	0.19	0.28	0.68	0.82	0.95	0.97	0.92	0.94	0.92
7951	0	0	0	0	0	0.03	0.05	0.19	0.27	0.67	0.83	0.95	0.96	0.96	0.91	0.94
7952	0	0	0	0.01	0.01	0.02	0.06	0.16	0.31	0.67	0.81	0.95	0.97	0.93	0.94	0.96
7953	0	0.02	0	0	0.01	0.03	0.06	0.18	0.3	0.62	0.85	0.92	0.95	0.94	0.94	0.96
7954	0	0	0	0.01	0.01	0.02	0.06	0.18	0.29	0.68	0.79	0.96	0.98	0.94	0.94	0.91
7955	0	0	0.01	0	0.01	0.03	0.05	0.17	0.31	0.67	0.83	0.95	0.95	0.94	0.95	0.92
7956	0	0	0	0	0.01	0.03	0.05	0.16	0.32	0.71	0.82	0.95	0.96	0.95	0.92	0.93
7957	0	0	0	0	0.01	0.03	0.05	0.16	0.28	0.73	0.81	0.96	0.98	0.91	0.95	0.92
7958	0	0	0	0	0.01	0.02	0.05	0.18	0.3	0.67	0.81	0.96	0.97	0.94	0.91	0.96
7959	0	0	0	0.01	0	0.02	0.06	0.19	0.27	0.73	0.82	0.91	0.97	0.93	0.92	0.95
7960	0	0	0	0	0	0.03	0.06	0.18	0.3	0.64	0.82	0.94	0.97	0.95	0.92	0.92
7961	0	0.02	0	0.01	0.01	0.03	0.06	0.18	0.27	0.71	0.79	0.94	0.98	0.95	0.93	0.89
7962	0	0	0.01	0	0	0.03	0.05	0.16	0.29	0.67	0.79	0.95	0.96	0.93	0.93	0.96
7963	0	0	0	0.01	0.01	0.02	0.06	0.17	0.29	0.63	0.88	0.94	0.96	0.96	0.89	0.95
7964	0	0	0	0	0.01	0.03	0.05	0.18	0.29	0.71	0.8	0.95	0.97	0.96	0.92	0.92
7965	0	0	0.01	0	0	0.02	0.05	0.18	0.28	0.67	0.82	0.94	0.97	0.96	0.92	0.94
7966	0	0	0	0	0.01	0.03	0.05	0.18	0.28	0.65	0.83	0.96	0.96	0.95	0.93	0.94
7967	0	0	0	0.01	0	0.03	0.04	0.18	0.29	0.7	0.82	0.95	0.98	0.94	0.92	0.93
7968	0	0	0	0	0	0.02	0.05	0.19	0.26	0.64	0.87	0.91	0.97	0.96	0.93	0.94
7969	0	0	0	0.01	0.01	0.02	0.05	0.17	0.3	0.71	0.8	0.95	0.97	0.92	0.95	0.9
7970	0	0	0	0	0	0.01	0.06	0.16	0.3	0.71	0.82	0.93	0.97	0.95	0.93	0.91
7971	0	0	0	0	0.02	0.03	0.05	0.19	0.27	0.67	0.84	0.93	0.98	0.96	0.91	0.93
7972	0	0	0	0	0.01	0.02	0.05	0.17	0.3	0.71	0.83	0.94	0.97	0.93	0.95	0.89
7973	0	0	0	0	0.02	0.03	0.05	0.16	0.3	0.67	0.82	0.94	0.97	0.96	0.93	0.91
7974	0	0	0	0	0	0.03	0.05	0.18	0.28	0.71	0.84	0.96	0.98	0.93	0.92	0.92
7975	0	0	0	0	0.01	0.03	0.06	0.17	0.27	0.71	0.82	0.94	0.96	0.93	0.93	0.93
7976	0	0	0.01	0	0.01	0.02	0.06	0.16	0.29	0.69	0.81	0.91	0.97	0.95	0.92	0.96
7977	0	0	0.01	0	0.01	0.03	0.06	0.17	0.29	0.65	0.82	0.94	0.98	0.94	0.94	0.9
7978	0	0	0	0	0.02	0.02	0.05	0.19	0.28	0.68	0.82	0.94	0.95	0.93	0.92	0.96
7979	0	0	0	0	0.01	0.02	0.06	0.16	0.28	0.68	0.85	0.95	0.97	0.93	0.93	0.94
7980	0	0	0	0	0.01	0.02	0.05	0.2	0.25	0.72	0.82	0.96	0.97	0.94	0.91	0.95
7981	0	0	0	0.01	0	0.02	0.06	0.17	0.31	0.72	0.8	0.94	0.99	0.95	0.91	0.91
7982	0	0	0	0	0.01	0.03	0.06	0.16	0.32	0.68	0.82	0.92	0.98	0.93	0.92	0.95
7983	0	0	0	0.01	0.01	0.02	0.05	0.18	0.29	0.71	0.8	0.93	0.96	0.93	0.95	0.95
7984	0	0	0	0	0.01	0.03	0.06	0.18	0.27	0.69	0.81	0.95	0.97	0.91	0.95	0.96
7985	0	0	0	0.01	0.01	0.01	0.07	0.19	0.27	0.69	0.8	0.94	0.94	0.97	0.94	0.91
7986	0	0	0	0.01	0.01	0.02	0.06	0.17	0.29	0.68	0.79	0.93	0.97	0.94	0.92	0.95
7987	0	0	0	0	0.01	0.02	0.06	0.17	0.28	0.69	0.83	0.96	0.96	0.92	0.94	0.95
7988	0	0	0.01	0.01	0	0.02	0.06	0.16	0.31	0.65	0.84	0.94	0.97	0.95	0.91	0.94
7989	0	0	0	0	0	0.02	0.05	0.2	0.26	0.69	0.84	0.95	0.97	0.92	0.93	0.99
7990	0	0	0	0.01	0.01	0.02	0.06	0.18	0.28	0.69	0.8	0.94	0.97	0.96	0.9	0.96
7991	0	0	0	0	0	0.02	0.06	0.18	0.29	0.69	0.84	0.96	0.97	0.94	0.93	0.93
7992	0	0	0	0	0.02	0.03	0.06	0.18	0.3	0.65	0.84	0.94	0.96	0.93	0.93	0.95
7993	0	0	0	0	0	0.02	0.05	0.18	0.29	0.71	0.83	0.94	0.97	0.94	0.95	0.93
7994	0	0	0	0	0	0.02	0.06	0.17	0.27	0.72	0.83	0.94	0.95	0.94	0.92	0.95
7995	0	0	0	0.01	0	0.02	0.05	0.17	0.29	0.67	0.83	0.96	0.96	0.93	0.91	0.96
7996	0	0	0	0.01	0	0.03	0.05	0.17	0.3	0.66	0.84	0.94	0.98	0.94	0.9	0.94
7997	0	0	0.01	0	0	0.02	0.05	0.18	0.29	0.69	0.78	0.96	0.96	0.94	0.88	0.97
7998	0.02	0	0	0	0.01	0.03	0.06	0.16	0.31	0.66	0.81	0.97	0.96	0.94	0.95	0.9
7999	0	0	0	0	0	0.02	0.06	0.18	0.28	0.69	0.87	0.94	0.97	0.94	0.92	0.95
8000	0	0	0.01	0	0.01	0.01	0.06	0.18	0.28	0.67	0.83	0.93	0.98	0.95	0.91	0.94
8001	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.66	0.84	0.95	0.96	0.95	0.91	0.95
8002	0	0	0	0	0.02	0.02	0.04	0.19	0.3	0.65	0.84	0.93	0.97	0.96	0.92	0.89
8003	0	0	0	0.01	0	0.01	0.05	0.18	0.29	0.68	0.83	0.97	0.96	0.96	0.92	0.9
8004	0.02	0	0.01	0	0	0.03	0.05	0.18	0.28	0.68	0.85	0.93	0.97	0.93	0.91	0.95
8005	0	0	0.01	0	0	0.02	0.06	0.17	0.31	0.69	0.83	0.94	0.98	0.93	0.93	0.93
8006	0	0	0	0	0.02	0.02	0.06	0.17	0.29	0.71	0.81	0.95	0.96	0.94	0.9	0.95
8007	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.64	0.83	0.97	0.95	0.96	0.91	0.93
8008	0	0	0	0	0	0.02	0.05	0.19	0.26	0.7	0.84	0.94	0.98	0.93	0.91	0.93
8009	0	0	0	0	0.01	0.03	0.04	0.19	0.29	0.67	0.81	0.95	0.95	0.95	0.91	0.96
8010	0	0	0	0	0	0.03	0.06	0.17	0.28	0.67	0.84	0.96	0.97	0.95	0.93	0.92
8011	0	0	0	0.01	0.01	0.03	0.06	0.17	0.29	0.71	0.79	0.95	0.98	0.93	0.93	0.93
8012	0	0	0	0	0.01	0.02	0.06	0.18	0.3	0.65	0.85	0.94	0.98	0.94	0.93	0.91
8013	0	0	0	0	0.02	0.02	0.06	0.17	0.28	0.69	0.79	0.96	0.95	0.98	0.9	0.92
8014	0.01	0.02	0	0	0	0.03	0.05	0.18	0.29	0.7	0.82	0.92	0.98	0.95	0.91	0.91
8015	0	0	0	0	0	0.02	0.05	0.22	0.25	0.69	0.8	0.95	0.97	0.94	0.9	0.95
8016	0	0	0	0	0.01	0.03	0.05	0.17	0.31	0.67	0.85	0.92	0.96	0.95	0.95	0.91
8017	0	0	0	0	0.01	0.02	0.04	0.2	0.29	0.67	0.82	0.96	0.96	0.92	0.93	0.93
8018	0	0	0	0.01	0	0.02	0.05	0.18	0.3	0.65	0.84	0.94	0.96	0.93	0.93	0.92
8019	0	0	0	0	0.01	0.02	0.06	0.18	0.27	0.71	0.81	0.95	0.97	0.94	0.9	0.97
8020	0	0	0.01	0	0.01	0.03	0.06	0.16	0.29	0.66	0.85	0.96	0.96	0.93	0.94	0.93
8021	0	0	0.01	0.01	0.01	0.02	0.05	0.16	0.32	0.64	0.83	0.96	0.96	0.95	0.91	0.93
8022	0	0	0.01	0.01	0	0.02	0.05	0.19	0.29	0.63	0.85	0.95	0.97	0.94	0.94	0.9
8023	0	0.02	0	0.01	0.01	0.02	0.06	0.16	0.3	0.67	0.86	0.93	0.96	0.95	0.92	0.94
8024	0	0	0	0.01	0.01	0.02	0.06	0.18	0.29	0.7	0.82	0.94	0.96	0.94	0.94	0.9
8025	0.02	0	0	0	0.02	0.02	0.05	0.18	0.29	0.65	0.86	0.93	0.98	0.94	0.92	0.94
8026	0	0	0.01	0.01	0.01	0.02	0.06	0.19	0.29	0.67	0.84	0.97	0.95	0.94	0.93	0.93
8027	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.67	0.83	0.94	0.98	0.94	0.89	0.97
8028	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.73	0.83	0.94	0.97	0.94	0.91	0.93
8029	0	0	0.01	0.01	0.01	0.03	0.04	0.19	0.27	0.68	0.82	0.93	0.98	0.94	0.91	0.94
8030	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.7	0.82	0.96	0.96	0.94	0.94	0.88
8031	0	0	0.01	0	0.01	0.02	0.05	0.18	0.3	0.69	0.81	0.94	0.96	0.93	0.93	0.93
8032	0	0	0.01	0	0.01	0.02	0.06	0.18	0.31	0.65	0.84	0.95	0.95	0.94	0.92	0.95
8033	0	0	0	0.01	0.01	0.02	0.05	0.18	0.28	0.72	0.79	0.95	0.97	0.94	0.93	0.97
8034	0	0	0	0	0.01	0.02	0.05	0.19	0.27	0.66	0.86	0.96	0.97	0.94	0.9	0.98
8035	0	0	0	0	0	0.02	0.06	0.17	0.29	0.72	0.82	0.95	0.98	0.95	0.91	0.9
8036	0	0	0.01	0	0	0.02	0.06	0.2	0.25	0.7	0.83	0.95	0.96	0.95	0.94	0.95
8037	0	0	0	0	0.02	0.02	0.05	0.18	0.28	0.69	0.82	0.94	0.98	0.94	0.94	0.89
8038	0	0	0	0	0.01	0.01	0.06	0.19	0.25	0.73	0.8	0.96	0.97	0.94	0.92	0.94
8039	0	0	0	0	0.02	0.02	0.05	0.17	0.3	0.65	0.84	0.95	0.96	0.94	0.92	0.94
8040	0	0	0	0.01	0	0.03	0.05	0.17	0.3	0.68	0.83	0.96	0.94	0.95	0.93	0.92
8041	0	0	0.01	0	0.01	0.01	0.04	0.18	0.28	0.73	0.81	0.93	0.98	0.95	0.9	0.94
8042	0	0.02	0.01	0	0.01	0.03	0.05	0.18	0.28	0.69	0.82	0.94	0.98	0.93	0.94	0.97
8043	0	0.02	0	0.01	0.01	0.02	0.05	0.2	0.28	0.65	0.83	0.95	0.98	0.95	0.93	0.92
8044	0	0	0	0	0.01	0.03	0.05	0.18	0.28	0.68	0.84	0.95	0.96	0.93	0.93	0.93
8045	0	0	0	0	0	0.02	0.05	0.18	0.29	0.69	0.8	0.96	0.95	0.96	0.91	0.97
8046	0	0	0	0	0.01	0.02	0.05	0.17	0.29	0.68	0.8	0.96	0.96	0.98	0.89	0.93
8047	0	0	0	0	0.01	0.02	0.05	0.19	0.28	0.67	0.85	0.96	0.96	0.96	0.93	0.91
8048	0.02	0	0	0	0.02	0.02	0.05	0.18	0.3	0.67	0.82	0.97	0.97	0.93	0.91	0.95
8049	0	0	0	0	0	0.02	0.06	0.17	0.26	0.68	0.83	0.94	0.97	0.95	0.91	0.95
8050	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.64	0.86	0.92	0.97	0.95	0.92	0.93
8051	0.01	0	0	0.01	0.01	0.02	0.05	0.2	0.27	0.66	0.85	0.95	0.95	0.95	0.92	0.93
8052	0	0	0	0.01	0.01	0.02	0.05	0.18	0.31	0.62	0.86	0.95	0.98	0.94	0.9	0.92
8053	0	0	0	0	0.01	0.02	0.06	0.17	0.29	0.67	0.84	0.95	0.96	0.93	0.95	0.92
8054	0	0.02	0	0	0	0.02	0.07	0.17	0.3	0.68	0.77	0.95	0.95	0.96	0.94	0.92
8055	0	0	0	0	0.01	0.02	0.06	0.18	0.28	0.7	0.8	0.93	0.97	0.93	0.9	1
8056	0	0	0	0	0	0.03	0.04	0.18	0.31	0.67	0.86	0.94	0.95	0.97	0.92	0.93
8057	0.02	0	0	0	0.01	0.02	0.06	0.18	0.28	0.69	0.78	0.93	0.98	0.92	0.94	0.92
8058	0	0	0	0.01	0.01	0.03	0.05	0.19	0.28	0.67	0.81	0.96	0.96	0.92	0.94	0.97
8059	0	0	0	0	0.01	0.02	0.06	0.19	0.25	0.66	0.83	0.95	0.95	0.98	0.89	0.98
8060	0	0	0.01	0	0.01	0.02	0.05	0.17	0.28	0.64	0.85	0.97	0.97	0.95	0.92	0.92
8061	0	0	0	0	0.02	0.03	0.04	0.19	0.28	0.69	0.82	0.96	0.98	0.95	0.93	0.9
8062	0	0	0	0	0	0.03	0.05	0.19	0.27	0.69	0.81	0.96	0.98	0.95	0.92	0.91
8063	0	0	0.01	0.01	0.01	0.02	0.05	0.18	0.31	0.68	0.82	0.94	0.98	0.97	0.89	0.93
8064	0	0	0	0	0.01	0.02	0.05	0.18	0.29	0.68	0.83	0.96	0.96	0.96	0.9	0.92
8065	0	0	0.01	0	0.01	0.02	0.06	0.17	0.29	0.68	0.83	0.94	0.98	0.95	0.92	0.93
