Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
S-Curve	7.85659426534295e-06	2.92502119249913e-05	0.000108892610417785	0.000405297226369126	0.00150729606082649	0.00558886513371935	0.0204959415302685	0.0722745022384757	0.224834934067216	0.519201929514625	0.800815732732394	0.937377151752021	0.982372502249572	0.995203522712431	0.998707160333099	0.999652422588012
