Simulation	-100	-50	0	50	100	150	200	250	300	350	400	450	500	550	600	650
3989	0	0	0	0	0	0.01	0.02	0.11	0.22	0.57	0.79	1	0.96	0.96	0.82	0.83
3990	0	0	0	0	0	0	0.03	0.11	0.19	0.52	0.86	0.89	0.96	1	0.83	0.83
3991	0	0	0	0	0	0.01	0.02	0.1	0.21	0.56	0.72	0.95	1	0.95	0.87	1
3992	0	0	0	0	0.01	0	0.02	0.12	0.22	0.45	0.9	0.97	0.97	0.96	0.89	0.9
3993	0	0	0	0.01	0	0.01	0.02	0.1	0.19	0.55	0.81	0.97	1	0.88	0.86	1
3994	0	0	0	0	0	0.02	0.01	0.13	0.15	0.42	0.79	0.97	0.97	1	0.8	0.92
3995	0	0	0	0	0	0	0.01	0.15	0.2	0.53	0.78	0.96	1	0.88	1	0.83
3996	0	0	0	0	0.01	0	0.04	0.09	0.15	0.51	0.82	1	0.97	0.88	0.94	1
3997	0	0	0	0	0.02	0	0.01	0.11	0.22	0.58	0.71	0.95	0.97	0.93	0.9	0.88
3998	0	0	0	0	0.01	0.01	0.03	0.11	0.2	0.52	0.82	1	1	0.79	1	0.9
3999	0	0	0	0	0	0	0.03	0.09	0.23	0.57	0.73	1	1	0.89	0.9	1
4000	0	0	0	0	0	0	0.03	0.12	0.2	0.56	0.82	0.91	0.97	0.89	0.95	1
4001	0	0	0	0	0	0	0.02	0.12	0.2	0.42	0.84	1	0.97	0.94	0.79	1
4002	0	0	0	0	0.01	0.01	0.02	0.09	0.22	0.5	0.82	0.97	0.93	0.95	0.9	1
4003	0	0	0	0	0.02	0	0.02	0.14	0.15	0.52	0.84	1	1	0.84	1	0.9
4004	0	0	0	0	0	0	0.01	0.15	0.16	0.56	0.75	0.97	1	0.9	0.79	1
4005	0	0	0	0	0	0	0.03	0.1	0.23	0.48	0.81	0.93	1	0.89	0.94	0.9
4006	0	0	0	0	0	0.02	0.03	0.13	0.15	0.5	0.82	0.97	0.97	1	0.84	1
4007	0	0	0	0	0	0	0.02	0.12	0.21	0.57	0.8	0.96	1	0.84	0.95	0.88
4008	0	0	0	0	0	0.01	0.02	0.11	0.17	0.47	0.77	0.97	1	0.94	0.89	0.9
4009	0	0	0	0	0	0.01	0.02	0.13	0.17	0.53	0.8	1	1	0.95	0.84	0.88
4010	0	0	0	0	0	0.01	0.02	0.12	0.23	0.54	0.71	0.97	1	0.95	0.89	0.86
4011	0	0	0	0	0	0	0.03	0.12	0.18	0.48	0.76	0.97	0.97	0.95	1	0.78
4012	0	0	0	0	0	0	0.03	0.14	0.16	0.48	0.82	0.93	0.97	1	0.78	1
4013	0	0	0	0	0	0	0.01	0.12	0.22	0.53	0.78	1	0.97	0.91	0.94	0.88
4014	0	0	0	0	0	0.01	0.03	0.12	0.17	0.5	0.84	0.89	1	0.91	0.89	1
4015	0	0	0	0	0.01	0.01	0.01	0.11	0.21	0.61	0.76	1	0.94	0.89	0.89	1
4016	0	0	0	0	0	0.02	0.01	0.14	0.17	0.5	0.74	0.97	1	0.88	0.88	0.8
4017	0	0	0	0	0.01	0.02	0.01	0.09	0.22	0.58	0.77	0.9	0.97	0.93	0.88	1
4018	0	0	0	0	0.01	0.01	0.02	0.12	0.2	0.5	0.89	0.93	1	0.89	0.87	1
4019	0	0	0	0	0	0.01	0.02	0.1	0.21	0.59	0.81	0.96	0.97	0.9	0.95	0.83
4020	0	0	0	0	0	0.01	0.02	0.17	0.14	0.54	0.83	1	0.97	0.94	0.91	0.86
4021	0	0	0	0	0	0	0.02	0.11	0.19	0.71	0.73	0.94	1	0.86	1	0.83
4022	0	0	0	0	0	0.01	0.01	0.13	0.19	0.47	0.81	1	0.97	0.95	0.85	1
4023	0	0	0	0	0	0.01	0.01	0.14	0.18	0.46	0.85	0.96	0.97	0.88	1	0.88
4024	0	0	0.03	0	0	0.01	0.01	0.1	0.19	0.68	0.68	0.97	1	0.91	0.84	0.89
4025	0	0	0	0	0	0.01	0.01	0.1	0.23	0.52	0.77	1	0.94	1	0.9	0.86
4026	0	0	0	0	0	0	0.02	0.15	0.15	0.61	0.77	0.96	0.98	0.82	0.93	1
4027	0	0	0	0	0	0.01	0.01	0.12	0.22	0.61	0.72	0.94	1	1	0.82	0.86
4028	0	0	0	0	0.01	0.01	0.02	0.12	0.2	0.52	0.9	1	0.94	0.9	0.91	1
4029	0	0	0	0	0	0.01	0.01	0.15	0.17	0.49	0.87	0.97	1	0.89	0.89	1
4030	0	0	0	0	0	0.01	0.03	0.1	0.19	0.55	0.76	1	0.97	0.96	0.89	0.75
4031	0	0	0	0	0	0.01	0.03	0.14	0.12	0.52	0.79	0.97	0.97	0.88	0.95	0.86
4032	0	0	0	0	0.01	0	0.03	0.1	0.21	0.53	0.69	1	1	0.88	0.89	0.88
4033	0	0	0	0	0	0	0.02	0.15	0.19	0.59	0.78	0.87	1	1	0.82	0.9
4034	0	0	0	0	0.01	0.01	0.01	0.13	0.2	0.57	0.81	1	0.97	0.88	1	0.89
4035	0	0	0	0	0.01	0.01	0.02	0.14	0.15	0.57	0.76	1	1	0.75	0.96	1
4036	0	0	0	0	0	0.01	0.02	0.13	0.19	0.55	0.81	1	0.97	0.91	0.91	1
4037	0	0	0	0	0	0	0.02	0.13	0.23	0.61	0.76	1	1	0.88	0.88	1
4038	0	0	0	0	0	0.01	0.02	0.11	0.22	0.55	0.75	1	0.92	0.88	0.94	1
4039	0	0	0	0	0.01	0.02	0.02	0.12	0.14	0.47	0.74	0.97	0.97	0.92	0.87	1
4040	0	0	0	0	0	0.01	0.02	0.15	0.14	0.47	0.77	1	1	0.89	0.95	0.8
4041	0	0	0	0	0	0.01	0.03	0.1	0.23	0.52	0.83	0.97	0.93	0.92	1	0.9
4042	0	0	0	0	0	0.01	0.02	0.11	0.23	0.46	0.75	0.97	1	0.95	0.88	0.88
4043	0	0	0	0	0.01	0	0.03	0.1	0.21	0.53	0.7	1	0.97	0.94	0.91	0.89
4044	0	0	0	0	0	0.01	0.01	0.15	0.21	0.54	0.89	0.94	0.94	0.87	1	0.86
4045	0	0	0	0	0	0	0.02	0.12	0.22	0.42	0.83	0.92	0.97	0.87	0.94	0.89
4046	0	0	0	0	0	0.02	0.01	0.12	0.16	0.62	0.81	0.97	0.97	0.92	0.88	1
4047	0	0	0	0	0	0	0.03	0.11	0.17	0.52	0.79	1	0.94	0.94	0.95	0.86
4048	0	0	0	0	0.02	0	0.03	0.07	0.21	0.61	0.77	0.95	0.97	0.89	0.94	0.91
4049	0	0	0	0	0	0.01	0.03	0.1	0.26	0.43	0.82	1	0.97	0.91	0.93	0.88
4050	0	0	0	0	0	0	0.03	0.12	0.23	0.52	0.82	0.94	1	0.83	1	0.88
4051	0	0	0	0	0	0.01	0.03	0.11	0.21	0.55	0.77	0.97	0.96	0.87	1	0.8
4052	0	0	0	0	0	0	0.02	0.16	0.14	0.68	0.73	0.96	1	0.95	0.87	1
4053	0	0	0	0	0	0.01	0.02	0.12	0.18	0.5	0.88	0.93	1	0.89	0.9	1
4054	0	0	0	0	0	0.01	0.02	0.11	0.23	0.45	0.79	0.94	1	1	0.8	1
4055	0	0	0	0	0	0	0.04	0.11	0.18	0.48	0.74	1	1	0.9	0.86	1
4056	0	0	0	0	0	0.01	0.02	0.12	0.17	0.48	0.87	0.97	0.97	0.89	0.87	1
4057	0	0	0	0	0.02	0.01	0.02	0.09	0.22	0.43	0.79	0.94	1	0.9	0.93	0.89
4058	0	0	0	0	0	0	0.02	0.15	0.18	0.52	0.88	0.94	0.96	0.9	0.88	1
4059	0	0	0	0	0	0.01	0.03	0.11	0.2	0.45	0.7	0.96	1	0.91	0.94	0.91
4060	0	0	0	0	0	0.01	0.02	0.13	0.18	0.5	0.85	1	0.96	1	0.83	0.89
4061	0	0	0	0	0	0.02	0.01	0.12	0.17	0.56	0.84	0.9	0.96	0.9	0.9	1
4062	0	0	0	0	0	0.01	0.01	0.15	0.17	0.48	0.7	0.93	1	0.94	0.89	1
4063	0	0	0	0	0.01	0.01	0.01	0.14	0.18	0.61	0.93	0.86	0.96	0.91	0.94	0.88
4064	0	0	0	0	0.01	0	0.03	0.14	0.18	0.41	0.76	1	0.97	0.9	0.9	1
4065	0	0	0	0	0	0.01	0.02	0.11	0.22	0.5	0.81	1	0.94	0.92	0.94	0.89
4066	0	0	0	0	0	0.01	0.02	0.1	0.21	0.63	0.76	0.97	1	0.9	0.95	0.89
4067	0	0	0	0	0	0.01	0.03	0.09	0.2	0.53	0.81	0.96	1	0.95	0.8	1
4068	0	0	0	0	0.01	0.01	0.01	0.11	0.2	0.55	0.71	0.97	0.97	0.95	0.85	1
4069	0	0	0	0	0	0.01	0.02	0.13	0.17	0.5	0.81	0.93	1	0.92	0.89	1
4070	0	0	0	0	0	0.02	0.02	0.14	0.14	0.4	0.9	0.97	1	0.95	0.85	0.88
4071	0	0	0	0	0	0.01	0.02	0.11	0.25	0.61	0.76	0.88	0.97	0.92	0.93	0.9
4072	0	0	0	0	0	0.01	0.03	0.11	0.17	0.55	0.78	0.97	1	1	0.72	1
4073	0	0	0	0	0	0.02	0.01	0.09	0.2	0.52	0.8	0.97	1	0.86	0.94	0.93
4074	0	0	0	0	0.01	0.01	0.02	0.09	0.24	0.48	0.68	0.97	0.97	0.89	0.9	1
4075	0	0	0	0	0	0.01	0.02	0.13	0.19	0.46	0.75	0.97	1	0.93	0.8	1
4076	0	0	0	0	0	0.01	0.04	0.12	0.17	0.55	0.74	0.94	1	0.69	0.96	1
4077	0	0	0	0	0	0.01	0.03	0.11	0.18	0.63	0.79	0.96	0.97	0.96	0.81	1
4078	0	0	0	0	0.01	0	0.02	0.09	0.22	0.57	0.79	0.98	0.97	0.96	0.8	1
4079	0	0	0	0	0	0	0.03	0.11	0.22	0.55	0.77	0.91	0.94	1	0.89	0.88
4080	0	0	0	0	0	0.01	0.03	0.08	0.2	0.42	0.79	0.97	1	0.92	0.86	0.9
4081	0	0	0	0	0.01	0.01	0.01	0.12	0.18	0.57	0.79	0.89	1	1	0.74	1
4082	0	0	0	0	0	0.01	0.03	0.1	0.18	0.52	0.86	0.95	0.97	0.95	0.8	1
4083	0	0	0	0	0	0.01	0.02	0.12	0.2	0.48	0.89	0.94	1	0.89	0.91	0.86
4084	0	0	0	0	0	0.01	0.02	0.11	0.19	0.52	0.77	1	1	0.9	0.9	0.89
4085	0	0	0	0	0	0.01	0.02	0.11	0.18	0.58	0.89	1	0.97	0.93	0.83	1
4086	0	0	0	0	0.01	0	0.01	0.16	0.14	0.62	0.8	0.94	0.94	1	0.86	1
4087	0	0	0	0	0	0	0.02	0.09	0.24	0.48	0.91	1	0.97	1	0.81	0.88
4088	0	0	0	0	0	0	0.03	0.11	0.17	0.54	0.84	1	0.97	0.9	0.94	0.88
4089	0	0	0	0	0	0.01	0.02	0.14	0.15	0.57	0.79	0.97	1	0.83	1	0.8
4090	0	0	0	0	0	0.01	0.02	0.11	0.23	0.48	0.81	0.92	0.97	0.9	0.89	1
4091	0	0	0	0	0	0	0.03	0.15	0.15	0.43	0.74	1	1	0.95	0.86	0.89
4092	0	0	0	0	0	0.01	0.03	0.14	0.14	0.58	0.75	0.97	0.97	0.91	0.93	0.86
4093	0	0	0	0	0	0.02	0.01	0.14	0.17	0.52	0.76	1	0.95	0.96	0.86	1
4094	0	0	0	0	0	0	0.03	0.1	0.21	0.47	0.82	0.97	1	0.89	0.9	1
4095	0	0	0	0	0	0.01	0.02	0.13	0.19	0.38	0.76	1	1	0.96	0.8	0.89
4096	0	0	0	0	0	0	0.02	0.1	0.22	0.48	0.71	0.97	0.97	0.94	0.88	1
4097	0	0	0	0	0.01	0	0.03	0.13	0.19	0.59	0.77	0.93	1	0.87	0.95	0.9
4098	0	0	0	0	0	0.01	0.01	0.1	0.26	0.5	0.8	0.95	1	0.91	0.88	1
4099	0	0	0	0	0	0.01	0.02	0.11	0.23	0.52	0.77	1	0.96	0.86	1	0.86
4100	0	0	0	0	0	0.02	0.02	0.11	0.21	0.55	0.75	0.97	0.96	0.95	0.86	0.86
4101	0	0	0	0	0	0.01	0.02	0.11	0.24	0.52	0.74	0.96	0.97	0.95	0.86	1
4102	0	0	0	0	0	0.01	0.01	0.14	0.21	0.35	0.8	0.97	0.97	0.93	0.88	1
4103	0	0	0	0	0.02	0	0.01	0.13	0.21	0.54	0.74	0.94	1	0.93	0.81	1
4104	0	0	0	0	0	0.01	0.03	0.12	0.15	0.5	0.75	0.95	0.94	1	0.87	0.8
4105	0	0	0	0	0	0.01	0.03	0.13	0.19	0.38	0.89	0.97	1	0.91	0.87	1
4106	0	0	0	0	0.01	0	0.02	0.14	0.18	0.66	0.66	1	0.97	0.95	0.88	0.88
4107	0	0	0	0	0	0.01	0.02	0.12	0.2	0.53	0.76	1	0.98	0.96	0.88	0.75
4108	0	0	0	0	0	0.01	0.02	0.16	0.17	0.75	0.74	0.9	1	0.88	0.95	0.88
4109	0	0	0	0	0.01	0	0.02	0.15	0.15	0.48	0.87	1	1	0.86	0.87	1
4110	0	0	0	0	0.01	0.01	0.02	0.12	0.22	0.48	0.76	0.95	0.97	0.95	0.88	1
4111	0	0	0	0	0	0.01	0.01	0.15	0.15	0.53	0.8	0.97	0.97	0.89	0.9	1
4112	0	0	0	0	0	0.01	0.02	0.11	0.24	0.52	0.81	0.97	1	0.96	0.77	1
4113	0	0	0	0	0	0	0.01	0.15	0.19	0.5	0.77	0.97	1	1	0.88	0.8
4114	0	0	0	0	0	0.01	0.01	0.14	0.23	0.54	0.79	1	1	0.86	0.9	1
4115	0	0	0	0	0	0.01	0.02	0.15	0.14	0.55	0.73	0.97	1	0.88	0.87	0.9
4116	0	0	0	0	0	0	0.03	0.12	0.21	0.48	0.77	1	1	0.93	0.86	0.89
4117	0	0	0	0	0	0	0.02	0.08	0.3	0.68	0.72	0.96	1	0.95	0.83	1
4118	0	0	0	0	0	0	0.02	0.1	0.26	0.44	0.84	0.96	0.98	0.92	0.81	1
4119	0	0	0	0	0	0	0.03	0.11	0.21	0.6	0.78	0.94	1	0.8	1	0.89
4120	0	0	0	0	0	0	0.02	0.11	0.21	0.53	0.78	0.97	0.97	0.95	0.88	0.9
4121	0	0	0	0	0	0	0.02	0.11	0.22	0.5	0.84	0.93	1	0.87	0.88	1
4122	0	0	0	0	0	0	0.02	0.14	0.17	0.73	0.71	0.97	1	0.9	0.9	0.83
4123	0	0	0	0	0.01	0.01	0.02	0.13	0.2	0.42	0.89	0.96	1	0.85	0.94	1
4124	0	0	0	0	0	0	0.02	0.12	0.18	0.46	0.89	1	1	0.86	0.93	0.91
4125	0	0	0	0	0	0	0.03	0.11	0.19	0.59	0.79	0.97	1	0.8	0.95	1
4126	0	0	0	0	0	0.01	0.02	0.13	0.19	0.4	0.75	0.98	0.97	0.83	0.94	1
4127	0	0	0	0	0	0	0.01	0.13	0.25	0.48	0.77	0.97	1	0.86	0.93	0.86
4128	0	0	0	0	0	0.01	0.02	0.13	0.18	0.58	0.85	0.88	1	0.94	0.85	1
4129	0	0	0	0	0	0.01	0.03	0.12	0.21	0.53	0.85	0.96	0.97	1	0.84	1
4130	0	0	0	0	0	0.01	0.01	0.14	0.13	0.66	0.84	0.97	0.94	0.94	0.94	0.9
4131	0	0	0	0	0.01	0	0.02	0.11	0.24	0.5	0.77	0.94	0.94	0.86	0.9	1
4132	0	0	0	0	0	0	0.03	0.11	0.21	0.48	0.83	1	0.97	0.84	0.91	1
4133	0	0	0	0	0	0.01	0.03	0.13	0.14	0.5	0.74	1	0.97	0.94	0.81	1
4134	0	0	0	0	0	0.01	0.03	0.12	0.16	0.58	0.79	1	1	0.95	0.88	0.88
4135	0	0	0	0	0	0.01	0.03	0.09	0.23	0.46	0.81	0.97	1	0.85	0.89	1
4136	0	0	0	0	0	0	0.01	0.12	0.26	0.48	0.76	0.97	0.96	0.92	0.94	0.9
4137	0	0	0	0	0	0.01	0.02	0.11	0.16	0.68	0.83	0.95	1	1	0.79	0.86
4138	0	0	0	0	0	0.01	0.03	0.12	0.14	0.5	0.76	1	0.98	0.85	0.89	1
4139	0	0	0	0	0	0.02	0.03	0.1	0.23	0.65	0.79	0.93	1	0.85	0.93	1
4140	0	0	0	0	0	0.01	0.02	0.09	0.24	0.42	0.79	1	1	0.92	0.87	1
4141	0	0	0	0	0	0.01	0.01	0.15	0.18	0.59	0.76	0.93	0.97	0.86	0.96	0.9
4142	0	0	0	0	0	0	0.02	0.13	0.19	0.59	0.86	1	0.94	0.95	0.83	1
4143	0	0	0	0	0.01	0	0.02	0.1	0.24	0.41	0.95	0.95	0.95	0.95	0.92	0.92
4144	0	0	0	0	0	0.01	0.02	0.1	0.17	0.55	0.77	0.97	0.97	0.95	0.84	1
4145	0	0	0	0	0.01	0	0.02	0.11	0.23	0.55	0.76	1	0.97	0.95	0.78	0.91
4146	0	0	0	0.01	0	0	0.02	0.11	0.23	0.61	0.75	0.97	1	0.81	0.95	1
4147	0	0	0	0	0	0.02	0.02	0.13	0.14	0.72	0.71	0.93	0.97	0.88	0.9	1
4148	0	0	0	0	0.02	0	0.02	0.12	0.2	0.55	0.74	0.97	0.97	0.93	0.92	1
4149	0	0	0	0	0	0	0.02	0.13	0.21	0.42	0.79	0.97	1	0.86	0.91	1
4150	0	0	0	0	0	0	0.02	0.13	0.22	0.44	0.76	1	1	0.89	0.87	1
4151	0	0	0	0	0.01	0.01	0.02	0.1	0.22	0.57	0.79	0.93	1	0.96	0.91	0.86
4152	0	0	0	0	0.01	0.01	0.02	0.13	0.18	0.6	0.87	0.97	1	0.78	1	0.91
4153	0	0	0	0	0	0	0.02	0.11	0.2	0.51	0.79	0.95	0.94	0.94	0.9	1
4154	0	0	0	0	0	0	0.03	0.1	0.23	0.51	0.86	1	0.97	0.94	0.91	0.83
4155	0	0	0	0	0	0.01	0.03	0.12	0.19	0.48	0.85	1	0.97	0.87	0.95	0.88
4156	0	0	0	0	0.01	0	0.02	0.13	0.16	0.53	0.84	0.97	1	0.96	0.83	0.89
4157	0	0	0	0	0	0.01	0.02	0.13	0.21	0.54	0.79	0.97	0.97	0.9	0.92	1
4158	0	0	0	0	0	0.02	0.02	0.15	0.13	0.57	0.77	0.97	0.97	1	0.73	1
4159	0	0	0	0	0	0.01	0.03	0.11	0.21	0.59	0.79	0.9	1	0.88	0.95	1
4160	0	0	0	0	0	0.01	0.02	0.12	0.17	0.5	0.84	1	0.97	0.86	0.88	1
4161	0	0	0	0	0	0	0.02	0.14	0.17	0.54	0.8	0.96	1	0.8	0.88	1
4162	0	0	0	0	0	0	0.03	0.13	0.13	0.48	0.76	1	1	0.83	0.88	1
4163	0	0	0	0	0	0	0.02	0.13	0.19	0.69	0.75	0.96	1	0.93	0.78	0.92
4164	0	0	0	0	0	0.01	0.02	0.12	0.19	0.55	0.86	0.95	1	0.86	0.88	1
4165	0	0	0	0	0.01	0.01	0.01	0.13	0.21	0.52	0.81	0.96	0.97	0.9	0.9	1
4166	0	0	0	0	0	0	0.02	0.11	0.27	0.52	0.73	0.96	0.97	0.89	0.93	0.89
4167	0	0	0	0	0	0.02	0	0.11	0.25	0.54	0.85	0.94	1	0.91	0.88	0.91
4168	0	0	0	0	0	0	0.03	0.12	0.15	0.61	0.76	1	0.92	0.94	0.95	0.92
4169	0	0	0	0	0.01	0.01	0.02	0.11	0.21	0.59	0.81	0.93	0.97	0.89	1	0.88
4170	0	0	0	0	0.01	0	0.02	0.12	0.19	0.47	0.8	1	0.96	0.93	0.9	0.91
4171	0	0	0	0	0	0.01	0.03	0.09	0.19	0.53	0.81	1	0.94	0.95	0.79	1
4172	0	0	0	0	0	0.01	0.03	0.1	0.21	0.48	0.77	1	0.96	0.92	0.87	1
4173	0	0	0	0	0	0	0.03	0.11	0.22	0.44	0.77	0.96	0.97	0.92	0.88	1
4174	0	0	0	0	0	0.01	0.03	0.12	0.22	0.52	0.77	1	1	0.83	0.93	1
4175	0	0	0	0	0	0	0.03	0.1	0.18	0.63	0.7	0.97	1	0.88	0.94	0.86
4176	0	0	0	0	0	0.01	0.01	0.11	0.21	0.46	0.74	0.97	1	0.94	0.86	1
4177	0	0	0	0	0.01	0.01	0.01	0.12	0.24	0.58	0.76	0.89	1	0.95	0.84	1
4178	0	0	0	0	0.01	0	0.02	0.12	0.21	0.53	0.79	1	1	0.93	0.83	1
4179	0	0	0	0	0	0.01	0.03	0.11	0.23	0.46	0.76	1	0.94	0.94	0.86	1
4180	0	0	0	0	0.01	0.02	0.01	0.12	0.2	0.57	0.77	1	1	0.9	0.95	0.8
4181	0	0	0	0	0	0.01	0.02	0.11	0.2	0.55	0.74	0.96	1	0.9	0.81	1
4182	0	0	0	0	0	0	0.03	0.13	0.2	0.46	0.8	1	0.96	0.84	0.91	1
4183	0	0	0	0	0	0.01	0.02	0.12	0.17	0.48	0.85	0.95	0.96	1	0.88	0.8
4184	0	0	0	0	0	0	0.02	0.13	0.2	0.44	0.86	0.97	1	0.95	0.89	0.86
4185	0	0	0	0	0	0.01	0.02	0.15	0.15	0.63	0.74	0.97	0.97	0.95	0.82	1
4186	0	0	0	0	0	0.01	0.03	0.14	0.16	0.52	0.73	1	1	0.92	0.91	0.82
4187	0	0	0	0	0	0.01	0.02	0.09	0.23	0.58	0.79	0.98	1	0.91	0.83	1
4188	0	0	0	0	0.01	0.01	0.02	0.14	0.13	0.64	0.74	1	0.97	0.86	0.94	1
4189	0	0	0	0	0	0.01	0.02	0.12	0.18	0.56	0.74	0.96	1	1	0.8	1
4190	0	0	0	0	0	0.01	0.01	0.12	0.21	0.5	0.76	1	1	0.95	0.85	1
4191	0	0	0	0	0	0	0.02	0.08	0.26	0.58	0.81	1	0.97	0.8	1	0.91
4192	0	0	0	0	0	0	0.02	0.15	0.21	0.47	0.77	1	0.97	0.83	1	0.92
4193	0	0	0	0	0.01	0	0.01	0.14	0.15	0.54	0.85	0.97	0.97	0.88	0.95	1
4194	0	0	0	0	0	0.01	0.02	0.13	0.17	0.54	0.84	0.94	1	0.85	0.9	1
4195	0	0	0	0	0	0	0.03	0.11	0.22	0.45	0.73	1	1	0.86	0.94	0.9
4196	0	0	0	0	0	0.01	0.02	0.11	0.22	0.41	0.86	0.94	0.97	0.95	0.82	1
4197	0	0	0	0	0	0	0.01	0.11	0.24	0.48	0.84	0.97	0.95	0.95	0.88	0.89
4198	0	0	0	0	0	0	0.02	0.14	0.16	0.56	0.78	0.98	0.97	0.88	0.94	0.83
4199	0	0	0	0	0	0.01	0.03	0.13	0.15	0.48	0.79	0.93	0.97	1	0.84	0.83
4200	0	0	0	0	0.01	0	0.02	0.1	0.27	0.61	0.61	1	0.96	0.91	1	0.8
4201	0	0	0	0	0	0	0.03	0.09	0.2	0.49	0.82	0.97	1	0.92	0.88	0.91
4202	0	0	0	0	0	0.01	0.02	0.13	0.17	0.55	0.69	0.97	1	0.92	0.95	0.9
4203	0	0	0	0	0.01	0	0.03	0.11	0.18	0.41	0.8	0.96	0.97	0.94	0.9	0.9
4204	0	0	0	0	0.01	0.01	0.02	0.08	0.23	0.5	0.85	1	1	0.88	0.87	1
4205	0	0	0	0	0	0	0.03	0.11	0.2	0.36	0.81	0.94	1	0.93	0.92	0.86
4206	0	0	0	0	0	0	0.03	0.11	0.23	0.53	0.85	0.96	0.97	1	0.78	1
4207	0	0	0	0	0	0.01	0.02	0.12	0.18	0.61	0.77	0.97	1	0.86	0.91	1
4208	0	0	0	0	0.01	0.01	0.02	0.13	0.18	0.52	0.68	1	1	0.83	0.94	0.89
4209	0	0	0	0	0	0.02	0.02	0.13	0.18	0.65	0.58	1	1	0.9	0.86	1
4210	0	0	0	0.01	0	0.01	0.02	0.14	0.2	0.54	0.76	1	1	0.86	0.94	0.83
4211	0	0	0	0	0.01	0.01	0.02	0.09	0.23	0.48	0.83	0.96	0.98	0.95	0.95	0.67
4212	0	0	0	0	0	0.01	0.02	0.09	0.27	0.64	0.79	0.97	1	0.82	0.95	0.83
4213	0	0	0	0	0	0.01	0.02	0.11	0.2	0.45	0.81	0.96	0.97	0.96	0.88	0.89
4214	0	0	0	0	0	0.01	0.01	0.14	0.16	0.48	0.84	0.97	0.96	0.9	0.96	0.8
4215	0	0	0	0	0	0	0.02	0.13	0.21	0.38	0.81	1	0.97	0.92	0.89	0.9
4216	0	0	0	0	0	0.01	0.05	0.04	0.27	0.5	0.86	0.97	1	0.84	0.95	1
4217	0	0	0	0	0	0.01	0.01	0.14	0.17	0.64	0.79	1	1	0.94	0.86	0.83
4218	0	0	0	0	0	0	0.01	0.11	0.25	0.53	0.78	1	0.97	0.9	0.95	0.83
4219	0	0	0	0	0	0	0.03	0.11	0.23	0.53	0.79	0.97	0.97	0.95	0.86	1
4220	0	0	0	0	0	0	0.02	0.13	0.16	0.58	0.8	0.97	0.97	0.91	0.93	0.9
4221	0	0	0	0	0	0	0.02	0.14	0.2	0.47	0.8	1	0.96	0.95	0.86	1
4222	0	0	0	0	0	0.01	0.02	0.11	0.22	0.49	0.8	1	1	1	0.85	1
4223	0	0	0	0	0	0.01	0.02	0.12	0.22	0.38	0.89	1	0.97	0.88	0.81	1
4224	0	0	0	0	0	0.01	0.02	0.17	0.09	0.55	0.81	0.94	0.97	1	0.79	0.86
4225	0	0	0	0	0	0.02	0.02	0.09	0.28	0.5	0.71	0.97	1	0.94	0.88	0.88
4226	0	0	0	0	0	0.01	0.02	0.08	0.24	0.52	0.74	0.93	1	0.91	0.91	1
4227	0	0	0	0	0	0	0.03	0.12	0.18	0.52	0.81	1	0.96	0.82	0.9	1
4228	0	0	0	0	0	0.01	0.03	0.11	0.23	0.52	0.86	0.97	0.97	0.85	0.91	1
4229	0	0	0	0	0	0	0.03	0.14	0.16	0.56	0.79	0.97	0.97	0.89	0.96	1
4230	0	0	0	0	0.01	0	0.02	0.14	0.18	0.5	0.88	0.94	1	0.91	0.87	1
4231	0	0	0	0	0	0.01	0.02	0.13	0.2	0.59	0.78	0.94	1	0.96	0.85	1
4232	0	0	0	0	0	0	0.02	0.14	0.17	0.6	0.74	0.97	1	0.95	0.86	0.9
4233	0	0	0	0	0	0.01	0.02	0.13	0.18	0.53	0.87	1	0.96	0.91	0.92	1
4234	0	0	0	0	0	0.01	0.02	0.12	0.15	0.48	0.9	0.96	1	0.89	0.85	1
4235	0	0	0	0	0	0.01	0.01	0.12	0.15	0.6	0.77	1	0.97	0.96	0.85	1
4236	0	0	0	0	0.01	0.01	0.03	0.1	0.21	0.48	0.74	0.95	1	0.9	0.87	1
4237	0	0	0	0	0	0.01	0.02	0.08	0.24	0.5	0.92	1	1	0.82	0.88	0.88
4238	0	0	0	0	0	0	0.03	0.13	0.17	0.55	0.78	1	1	0.94	0.91	0.83
4239	0	0	0	0	0	0.01	0.02	0.14	0.17	0.48	0.88	0.97	1	0.87	0.94	0.89
4240	0	0	0	0	0	0.01	0.02	0.12	0.22	0.46	0.82	0.97	0.96	0.91	0.94	1
4241	0	0	0	0	0	0.02	0.01	0.12	0.19	0.6	0.76	0.92	1	1	0.78	1
4242	0	0	0	0	0	0	0.02	0.11	0.23	0.53	0.7	1	0.94	1	0.8	1
4243	0	0	0	0	0.01	0	0.03	0.13	0.19	0.3	0.83	0.94	1	1	0.85	1
4244	0	0	0	0	0	0.01	0.03	0.1	0.22	0.44	0.83	0.97	0.97	0.82	0.95	1
4245	0	0	0	0	0	0.01	0.01	0.14	0.18	0.47	0.81	1	0.97	0.88	0.87	1
4246	0	0	0	0	0	0.01	0.02	0.13	0.22	0.43	0.9	0.92	1	0.92	0.79	1
4247	0	0	0	0	0	0	0.03	0.12	0.21	0.55	0.77	1	0.97	0.95	0.88	0.83
4248	0	0	0	0	0	0	0.05	0.09	0.17	0.47	0.82	1	0.97	0.9	0.88	1
